artista,oyentes,reproducciones,bio_resumen,pais
La Mosca,75029,456367,"Si bien la formación actual del grupo se consolida en marzo de 1995, la historia de la banda se remonta a comienzos de los noventa con ""La Reggae & Roll Band"", quienes hacían covers y algunos temas propios en la zona de Ramallo. Simultáneamente existían otras bandas entre las que se destacaba ""Damas gratis"" liderada por Guillermo Novellis.
Tras la disolución de ""Damas gratis"", Fernando Castro, que era el baterista y uno de los fundadores (de La Reggae)  <a href=""https://www.last.fm/music/+noredirect/La+Mosca"">Read more on Last.fm</a>",
Rage Against the Machine,4144297,157574860,"Rage Against the Machine was an American rock band from Los Angeles, California. Formed in 1991, the group consisted of vocalist Zack de la Rocha, bassist and backing vocalist Tim Commerford, guitarist Tom Morello, and drummer Brad Wilk. Their songs express revolutionary left-wing political views. As of 2010, they had sold over 16 million records worldwide. In 2023, the band was inducted into the Rock and Roll Hall of Fame.

Rage Against the Machine released its eponymous debut album in 1992 to commercial and critical success <a href=""https://www.last.fm/music/Rage+Against+the+Machine"">Read more on Last.fm</a>",United States
The Rolling Stones,5668767,264301481,"The Rolling Stones is an English rock band formed in London in 1962. Active for six decades, they are one of the most popular and enduring bands of the rock era. In the early 1960s, the Rolling Stones pioneered the gritty, rhythmically driven sound that came to define hard rock. Their first stable line-up consisted of vocalist Mick Jagger, multi-instrumentalist Brian Jones, guitarist Keith Richards, bassist Bill Wyman, and drummer Charlie Watts. During their formative years <a href=""https://www.last.fm/music/The+Rolling+Stones"">Read more on Last.fm</a>",
Tool,2515538,218558214,"Tool is an American alternative metal/progressive metal band from Los Angeles. Formed in 1990, the group's line-up includes vocalist Maynard James Keenan, guitarist Adam Jones and drummer Danny Carey. Justin Chancellor has been the band's bassist since 1995, replacing their original bassist Paul D'Amour. Tool has won four Grammy Awards, performed worldwide tours, and produced albums topping the charts in several countries.

To date, the band has released five studio albums, one EP and one box set. <a href=""https://www.last.fm/music/Tool"">Read more on Last.fm</a>",United States
Vilma Palma E Vampiros,166727,2181999,"Vilma Palma e Vampiros is a rock band from Rosario, Argentina, formed during 1991. 

Oficial Website
http://www.vilmapalma.com
http://twitter.com/#!/VilmaPalma
http://www.facebook.com/vilmapalmaevampiros <a href=""https://www.last.fm/music/Vilma+Palma+E+Vampiros"">Read more on Last.fm</a>",
Oasis,5677135,307935811,"Oasis is an English alternative rock band formed in Manchester in 1991. Originally known as the Rain, the group initially consisted of Liam Gallagher (lead vocals, tambourine), Paul Arthurs (guitar), Paul McGuigan (bass guitar) and Tony McCarroll (drums). Liam's older brother Noel (lead guitar, vocals) later joined as a fifth member, finalising the group's core lineup. During the course of their existence, they had various lineup changes, with the Gallagher brothers remaining the only staple members. <a href=""https://www.last.fm/music/Oasis"">Read more on Last.fm</a>",
P.O.D.,1744317,38332848,"Payable on Death (abbreviated as P.O.D.) is an American nu metal band from San Diego, California, formed in 1992. The band's line-up consists of vocalist Sonny Sandoval, drummer Wuv Bernardo, guitarist Marcos Curiel, and bassist Traa Daniels. They have released six major label studio albums along with two independent albums and have sold over 12 million records worldwide. Over the course of their career, the band have also received three Grammy Award nominations, contributed to numerous motion picture soundtracks and toured internationally. <a href=""https://www.last.fm/music/P.O.D."">Read more on Last.fm</a>",United States
Explosions in the Sky,1442568,75485831,"Explosions In The Sky is an American instrumental  post-rock band, which formed in Austin, Texas in 1999. Munaf Rayani, Mark Smith, and Michael James had just moved to Austin from Midland, Texas, and drummer Chris Hrasky had just moved to Austin from Rockford, Illinois.

The band quickly gained a reputation for their live shows even amongst other established local bands such as Lift To Experience.  They also garnered a small amount of media attention as a result of their second album Those Who Tell the Truth Shall Die <a href=""https://www.last.fm/music/Explosions+in+the+Sky"">Read more on Last.fm</a>",United States
Interpol,3124940,196319850,"Interpol is an American post-punk band formed in Manhattan, New York, in 1997. They played an important part in the post-punk revival of the 2000s. The band consists of Paul Banks (vocals and guitar), Sam Fogarino (drums), and Daniel Kessler (guitar and backing vocals).

The band's sound is generally a mix of staccato bass and rhythmic, harmonized guitar, with a snare heavy mix, drawing comparisons to post-punk bands such as Joy Division and The Chameleons. <a href=""https://www.last.fm/music/Interpol"">Read more on Last.fm</a>",United States
Café Tacvba,385948,13445853,"Café Tacvba is a band from the Lomas de Sotelo neighborhood in Mexico City, Mexico.

Their musical style covers a wide variety of genres, though it is most commonly labeled as Rock en Español. Their music has been heavily influenced by Mexico's indigenous population and folk music traditions, most notable the Jarocho style of the state of Veracruz, but also by punk and electronic music and other bands in the Mexico City scene. Perhaps the most distinctive feature of their music is Albarrán's nasal voice <a href=""https://www.last.fm/music/+noredirect/Caf%C3%A9+Tacvba"">Read more on Last.fm</a>",
Puddle of Mudd,1659840,25854009,"Puddle of Mudd is an American rock band. They achieved success on rock radio and some success in the mainstream, and their major-label debut Come Clean has sold over 5 million copies. To date the band has sold over 7 million albums, and have had a string of #1 mainstream rock singles in the United States. The original incarnation of this band was formed in 1992 in Kansas City, Missouri. In their hometown, they released their debut album ""Stuck"" in 1993, followed by ""Abrasive"" in 1996, to little commercial success. <a href=""https://www.last.fm/music/Puddle+of+Mudd"">Read more on Last.fm</a>",United States
Weezer,5186966,275154586,"Weezer is an American alternative rock band. Formed in 1992, they have released 15 full length albums, 1 cover album, six EPs, and a DVD. Their latest album, titled 'Van Weezer', came out on May 7th, 2021, Although, they released 4 EPs in 2022, known as SZNZ. They've sold over ten million records in the United States to date, and 35 million worldwide. They play music influenced by alternative bands and power pop artists among others.

Weezer started in Los Angeles <a href=""https://www.last.fm/music/Weezer"">Read more on Last.fm</a>",United States
Los Enanitos Verdes,418486,10382898,"The band started in 1984, with Marciano Cantero (bass guitar, keyboards and vocals), Felipe Staiti (guitar) and Daniel Piccolo drums. That same year, they performed throughout the Cuyo region. Later they traveled to Buenos Aires to record a demo, with unusable results that were never released. In spite of this failure, they continued doing shows in Mendoza and in Buenos Aires.

In 1984 the band added two new members: Sergio Embroni (guitar and vocals) and Tito Dávila (keyboard). <a href=""https://www.last.fm/music/+noredirect/Los+Enanitos+Verdes"">Read more on Last.fm</a>",
Air Supply,931398,11724929,"Air Supply is an Australian soft rock duo, consisting of Graham Russell as guitarist and singer-songwriter and Russell Hitchcock as lead vocalist. They had a succession of hits worldwide, including eight Top Ten hits in the United States, in the early 1980s. They formed in Melbourne, Australia in 1975 and have included various accompanying musicians and singers.

The two met in May 1975 while performing in the Australian production of the Andrew Lloyd Webber/Tim Rice musical, Jesus Christ Superstar. <a href=""https://www.last.fm/music/Air+Supply"">Read more on Last.fm</a>",Australia
Los Inhumanos,23515,126637,"Los Inhumanos is a pop band formed in 1980 in Valencia. Their concerts style was famous with a lot of funny hits, humoristical pop songs .
 <a href=""https://www.last.fm/music/Los+Inhumanos"">Read more on Last.fm</a>",
Titãs,465618,14149452,"Titãs is one of the most successful rock bands in Brazil, along with Legião Urbana, Os Paralamas do Sucesso and Barão Vermelho. The best known formation of the band was the one from the album ""Cabeça Dinossauro"" (Dinosaurhead): Nando Reis, Branco Mello, Marcelo Fromer, Arnaldo Antunes, Tony Bellotto, Paulo Miklos, Charles Gavin and Sérgio Britto. Out of these, only Mello, Bellotto, and Britto remain to this day.

History

* Formation and first works <a href=""https://www.last.fm/music/+noredirect/Tit%C3%A3s"">Read more on Last.fm</a>",
Jarabe de Palo,563054,9368286,"Jarabe de Palo (literally ""Wooden Stick Syrup"" or, after the Spanish expression ""dar un jarabe de palo"", i.e. a ""hell of a beating""), was a Spanish rock band founded in 1996. The group was led by singer, songwriter, and guitarist Pau Donés, whose death in 2020 caused the band to break up.

Pau Donés, born and raised in Barcelona, worked for various groups before being able to take on his current project, Jarabe de Palo. He began at age 15 with his brother Marc, with whom he formed a group known as J. <a href=""https://www.last.fm/music/Jarabe+de+Palo"">Read more on Last.fm</a>",Spain
Crossfade,1158940,18165860,"There are three bands with the name Crossfade.
1. An American post-grunge band
2. A Swedish pop rock band
3. An American technical death metal/new york hardcore band

1. Crossfade is an American rock band from Columbia, South Carolina. Their current members are Ed Sloan on lead vocals and guitar, Les Hall on Lead guitar, keyboard, and backing vocals, and Mitch James on backing vocals and bass. Since their formation in 1999 Crossfade has released two studio albums - their platinum selling self-titled debut album in 2004 <a href=""https://www.last.fm/music/Crossfade"">Read more on Last.fm</a>",United States
Juanes,1160763,20663936,"Juan Esteban Aristizábal Vásquez (born August 9, 1972), best known as Juanes, is a rock musician from Medellín, Colombia. When he was younger, his father started calling him Juanes, rather than Juan, a contraction of his two first names Juan and Esteban. As his friends grew to know him by this name, he chose to keep it for his musical career, which started when he, Andrés García, Fernando ""Toby"" Tobón and José David Lopera, formed the rock band Ekhymosis in 1988. <a href=""https://www.last.fm/music/Juanes"">Read more on Last.fm</a>",
The Cranberries,4514610,146603235,"The Cranberries was an Irish rock band formed in Limerick in 1989. The group consisted of lead vocalist and guitarist Dolores O’Riordan, guitarist Noel Hogan, bassist Mike Hogan, and drummer Fergal Lawler. O’Riordan joined the band in 1990, replacing founding member Niall Quinn, and the group’s name was shortened from The Cranberry Saw Us to The Cranberries following her arrival. Although primarily classified as an alternative rock band, their music incorporated elements of indie rock <a href=""https://www.last.fm/music/The+Cranberries"">Read more on Last.fm</a>",Ireland
Andrés Calamaro,436455,16240458,"Andres Calamaro is one of the most popular Argentinian pop-rock songwriters. A songs craftsman, as he likes to consider himself.

Born Aug 22, 1961 in Buenos Aires, Argentina, he began his professional musical career at the age of 17 playing keyboards in Raíces.
In 1981 he incorporated to one of the main bands of the Argentinean '80s rock scene: Los Abuelos de la Nada. Although the band was led by the brilliant Miguel Abuelo, Calamaro composed most of the band's hits <a href=""https://www.last.fm/music/+noredirect/Andr%C3%A9s+Calamaro"">Read more on Last.fm</a>",Argentina
Michael McDonald,428594,3778822,"Michael McDonald, born February 12, 1952, in St. Louis, Missouri, is an American R&B and soul singer known for his distinctive husky baritone voice, often described as ""blue-eyed soul."" During his early years, he played in several local bands while attending McCluer High School in Ferguson, Missouri. After performing with the group Blue, he moved to Los Angeles in 1970. He gained recognition as a backing vocalist and keyboardist for Steely Dan, contributing to their albums until the 1980 release of Gaucho. <a href=""https://www.last.fm/music/Michael+McDonald"">Read more on Last.fm</a>",United States
Papa Roach,3589491,123883122,"Papa Roach is an American rock band from Vacaville, California, formed in 1993. The original lineup consisted of lead vocalist Jacoby Shaddix, guitarist Jerry Horton, drummer Dave Buckner, bassist Will James, and trombonist Ben Luther.

After two EPs, James left and was replaced by Tobin Esperance. The band independently released two more EPs before signing with DreamWorks Records in 1999, subsequently releasing the triple-platinum Infest in 2000, the gold album Lovehatetragedy in 2002 and the platinum album Getting Away with Murder in 2004. <a href=""https://www.last.fm/music/Papa+Roach"">Read more on Last.fm</a>",United States
Dobie Gray,248113,1377615,"Dobie Gray (July 26, 1940 - December 6th 2011) was an African American singer and songwriter, whose musical career spanned soul, country, pop and musical theater. His hit records included ""The 'In' Crowd"" in 1965, and ""Drift Away"", which was one of the biggest hits of 1973, sold over one million copies, and remains a staple of radio airplay.

Gray was born near Houston, Texas, by his own account in Simonton although some sources suggest the nearby town of Brookshire. <a href=""https://www.last.fm/music/Dobie+Gray"">Read more on Last.fm</a>",United States
Bersuit Vergarabat,241717,5906359,"Bersuit Vergarabat, formed in 1989 in Buenos Aires, Argentina, is one of the most important Argentine rock bands of the 1990s/2000s.

After 2 albums of underground transgressive rock, the band started mixing it with Latin American rhythms such a cumbia, chacarera, candombe and cuartetazo. The lyrics, though, remained acid and critical of political and social problems.

The current line-up is: Gustavo Cordera (voice), Juan Subirá (keyboards and voice) <a href=""https://www.last.fm/music/Bersuit+Vergarabat"">Read more on Last.fm</a>",United States
Charlie Brown Jr.,719863,67338712,"Charlie Brown Jr. was a Brazilian alternative rock band from Santos, São Paulo. The group was popular with disadvantaged youth because of their relatable commentary about social issues and the frequent use of skate punk and hip hop slang in their songs. The band won two Latin Grammy Awards and was one of the most-popular Brazilian bands of the late 1990s to mid-2000s. <a href=""https://www.last.fm/music/Charlie+Brown+Jr."">Read more on Last.fm</a>",Brazil
Stone Sour,2024178,68225064,"Stone Sour was an American rock band formed in Des Moines, Iowa, in 1992. The band performed for five years before disbanding in 1997. They reunited in 2000 and since 2015, the group has consisted of Corey Taylor (lead vocals, guitar), Josh Rand (guitar), Christian Martucci (guitar), Johny Chow (bass) and Roy Mayorga (drums). Longtime members Joel Ekman (drums, percussion) and Shawn Economaki (bass guitar) left the band in 2006 and 2011, respectively. Former lead guitarist Jim Root left in 2014. <a href=""https://www.last.fm/music/Stone+Sour"">Read more on Last.fm</a>",United States
Elefante,223707,3212510,"There are several artists with the same or similar names:  1. Elefante from Uruguay, 2. Elefante from Mexico, 3. Elephante, an American DJ (redirected).

1) Elefante was one of Uruguay's leading rock bands in the 90's, formed in Montevideo. The original lineup consisted of STELLA MARIS (voice), BESTIA (guitar), HARRY (bass), CHONIUK (drums), and MANECO (guitar and samplers).
Elefante was one of the most significative bands from that decade, mixing hip-hop, nü-metal and electronica in their music. <a href=""https://www.last.fm/music/Elefante"">Read more on Last.fm</a>",United States
Santana,2747906,50601445,"Santana is a Latin music and rock band formed in San Francisco, California in 1966 by Mexican-American guitarist Carlos Santana. The band came to public attention with their performance of ""Soul Sacrifice"" at Woodstock in 1969. This exposure helped propel their first album, also named Santana, into a hit, followed in the next two years by Abraxas and Santana III. Lineup changes were common. Carlos Santana's increasing involvement with guru Sri Chinmoy took the band into more esoteric music, though it never lost its Latin influence. <a href=""https://www.last.fm/music/Santana"">Read more on Last.fm</a>",
The Black Keys,3236130,192909650,"The Black Keys are an alternative rock  group from Akron, Ohio, United States which formed in 2001, consisting of singer and guitarist Dan Auerbach and drummer Patrick Carney. The band name was inspired by a schizophrenic artist and friend in Akron, who used the term ""black keys"" to describe things he disliked or people he did not trust. The Black Keys have roots in traditional blues and psychedelic rock stylings.

They released their first album, The Big Come Up, in 2002, followed by Thickfreakness in 2003, and Rubber Factory in 2004. <a href=""https://www.last.fm/music/The+Black+Keys"">Read more on Last.fm</a>",
Porcupine Tree,1074149,107276095,"Porcupine Tree is a British progressive rock band formed in Hemel Hempstead, Hertfordshire, United Kingdom in 1987. During the course of the band's history, it has at times incorporated psychedelic rock, alternative, ambient, electronic, and, most recently, metal and post-rock into its unique style of progressive rock. Since 2010, mainstay Steven Wilson has concentrated on his solo work. On November 1st, 2021, the band announced a new album and tour in the formation Gavin Harrison, Steven Wilson, and Richard Barbieri (without Colin Edwin). <a href=""https://www.last.fm/music/Porcupine+Tree"">Read more on Last.fm</a>",United Kingdom
Pepper,510394,8477612,"New self-titled Pepper album drops Fall 2013!! 

Facebook www.facebook.com/pepperlive; Twitter www.twitter.com/pepperlive; Instagram www.instagram.com/pepperlive

Kaleo Wassman – Vocals/Guitar
Bret Bollinger – Vocals/Bass
Yesod Williams – Drums

“It’s the hardest thing we’ve ever done as a band to make this record,” says guitarist/vocalist Kaleo Wassman of Pepper, in speaking on the recording process of their new self-titled album. “It <a href=""https://www.last.fm/music/Pepper"">Read more on Last.fm</a>",
Train,3264145,55570696,"Train is an American pop rock band from San Francisco that was formed in 1993. Since 2024, the band consists of Pat Monahan (lead vocals), Taylor Locke (guitar, vocals), Hector Maldonado (bass, vocals), Jerry Becker (keyboards, guitar), and Matt Musty (drums).

With a lineup that included original members Monahan, Rob Hotchkiss, Jimmy Stafford, Scott Underwood, and Charlie Colin, the band achieved mainstream success with their debut album Train. The album was released in 1998 with the hit ""Meet Virginia"". <a href=""https://www.last.fm/music/Train"">Read more on Last.fm</a>",United States
CÓMPLICES,36677,237054,"There are 2 bands sharing the same name:
1.)  80's punk band from Spain
2.)  90's pop-rock band from Spain

2.)'Cómplices' es un grupo músical clásico de los 90 y del pop-rock español creado en 1987 por Teo Cardalda y su pareja Maria Monsonis.

Después de dejar su anterior anterior agrupación (Golpes Bajos), Teo se une a su pareja Maria Monsonis, Tino DiGeraldo y Billy Villegas y juntos forman el grupo Cómplices; su primer trabajo discográfico <a href=""https://www.last.fm/music/+noredirect/C%C3%93MPLICES"">Read more on Last.fm</a>",
Bruce Springsteen,3429814,143749500,"Bruce Frederick Joseph Springsteen (born September 23, 1949) is an American rock singer, songwriter, and guitarist. Nicknamed ""the Boss"", he has released 21 studio albums during a career spanning six decades, most of which feature his backing band, the E Street Band. Springsteen is a pioneer of heartland rock, a genre combining mainstream rock music with poetic and socially conscious lyrics that feature narratives primarily concerning working class American life. <a href=""https://www.last.fm/music/Bruce+Springsteen"">Read more on Last.fm</a>",United States
Callejeros,68338,2625410,"Formada en Villa Celina, Buenos Aires, Argentina, por Patricio Rogelio ""Pato"" Santos Fontanet en la voz, Maximiliano Djerfy en Coros y Guitarra, Elio Delgado en Guitarra, Juan Alberto Carbone en Saxo, Eduardo ""Cabeza"" Vasquez en Bateria y Christian ""Dios"" Torrejón en el Bajo quienes después de lanzar discos demos como Solo por hoy (1997), Callejeros (1998) y Adelantos (2000) grabaron oficialmente los discos Sed (2001), Presión (2003), Rocanroles sin destino (2004), Señales (2006) y Disco Escultura (2008). <a href=""https://www.last.fm/music/Callejeros"">Read more on Last.fm</a>",
Keane,3894417,113636947,"Keane is an English alternative rock band from East Sussex, formed in 1995. They met while at Tonbridge School together. The band currently comprises Tom Chaplin (lead vocals, electric/acoustic guitar), Tim Rice-Oxley (piano, synthesisers, bass guitar, backing vocals), Richard Hughes (drums, percussion, backing vocals), and Jesse Quin (bass guitar, acoustic/electric guitar, backing vocals). Their original line-up included founder and guitarist Dominic Scott, who left in 2001. <a href=""https://www.last.fm/music/Keane"">Read more on Last.fm</a>",
Zoé,450244,25821949,"There are, at least, three artists known as Zoé: 1) A Mexican rock band. 2) An aka of Zoë Pollock (also, aka Zoë). 3) A French-speaking variétés françaises singer.

1) A Mexican rock band, that's not not afraid of experimenting, with a modern sound, an eclectic style, some British influences & overall, their music's sophisticated without loss of rock energy. Their lyrics cover many subjects / feelings, with the same level of sophistication that their music shows, plus honesty. <a href=""https://www.last.fm/music/+noredirect/Zo%C3%A9"">Read more on Last.fm</a>",Mexico
The Hives,2064576,56581620,"The Hives is a rock band from Fagersta, Sweden, formed in 1993. They gained recognition in their home country during the 1990s and achieved international success in the early 2000s as part of the garage rock revival movement. The band's original lineup included vocalist Howlin' Pelle Almqvist, lead guitarist and backing vocalist Nicholaus Arson, rhythm guitarist and backing vocalist Vigilante Carlstroem, bassist Dr. Matt Destruction, and drummer Chris Dangerous. <a href=""https://www.last.fm/music/The+Hives"">Read more on Last.fm</a>",
La Ley,231509,3938462,"La Ley (Spanish for ""The Law"") was a Grammy Award and two-time Latin Grammy Award-winning Chilean pop rock band formed by Andrés Bobe and Rodrigo Aboitiz with Mauricio Claveria, Beto Cuevas and Luciano Rojas in Santiago, Chile.

They were originally formed in 1987, and was meant to be a techno/new rave band led by a female vocalist. The original vocalist of the band was Lucía ""Shia"" Arbulu, female singer that returned to her hometown, Spain, in 1988, shortly after the release of the first EP of the group, which was entitled La Luna. <a href=""https://www.last.fm/music/La+Ley"">Read more on Last.fm</a>",Chile
Al Stewart,458583,5111819,"Al Stewart (born in Glasgow, Scotland on 5 September 1945) is a British songwriter and musician. He is best known for his 1976 single Year of the Cat and its 1978 follow-up Time Passages (both produced by Alan Parsons). Stewart's inspiration for his songs primarily comes from the past; indeed, he is credited with creating his own genre, ""historical folk rock"". At one time in his life, Stewart took guitar lessons from King Crimson guitarist Robert Fripp. <a href=""https://www.last.fm/music/Al+Stewart"">Read more on Last.fm</a>",United Kingdom
Richard Ashcroft,668014,8618968,"Richard Ashcroft (born Richard Paul Ashcroft, on September 11, 1971, in Billinge, Wigan, England) is best known as the front man of The Verve, which he helped form in 1989.

After that band's demise in 1999, Ashcroft began his solo career, releasing Alone with Everybody in 2000, Human Conditions in 2002 and Keys to the World in 2006. He performed vocals for the track Lonely Soul on UNKLE's 1998 release Psyence Fiction and his voice can also be heard on the The Chemical Brothers' album Come With Us track The Test. <a href=""https://www.last.fm/music/Richard+Ashcroft"">Read more on Last.fm</a>",
The Cure,5215096,370222456,"The Cure is an English gothic rock band formed in Crawley in 1976 by Robert Smith (vocals, guitar) and Lol Tolhurst (drums). The band’s current lineup consists of Smith, Simon Gallup (bass), Roger O'Donnell (keyboards), Perry Bamonte (guitar and keyboards), Jason Cooper (drums), and Reeves Gabrels (guitar). Smith has been the sole constant member throughout the group’s history, while Gallup has appeared on all but two of the band’s studio albums. <a href=""https://www.last.fm/music/The+Cure"">Read more on Last.fm</a>",
Drowning Pool,2050448,35677941,"There are 2 bands by this name:

1. Drowning Pool is a heavy metal/nu metal band from Dallas, Texas formed in 1997.5 that rose to prominence while playing along with Ozzy Osbourne during Ozzfest. Their 2001 debut album, Sinner, was certified platinum within six months and the video for its first single ""Bodies"" was frequently aired on various music video channels. After the September 11th attacks the song ""Bodies"" was infrequently heard on many radio stations due to the sensitivity of those families' loved ones who jumped from the towers. <a href=""https://www.last.fm/music/Drowning+Pool"">Read more on Last.fm</a>",
Skank,642032,21612722,"Skank is a pop/rock/reggae band in Brazil. The band started 1991, in Belo Horizonte, Minas Gerais.

The debut album, Skank (1993), was successful around the underground circuit. The second album, ""Calango"", came out in 1994 . “É Proibido Fumar”, “Te Ver”, “Pacato Cidadão”, “Jackie Teckila” and “Esmola” were the biggest hits.

In 1996, “Garota Nacional”, the single of ""O Samba Poconé"" gave Skank international success. The band travelled around the world, performing in Latin America, United States and Europe. <a href=""https://www.last.fm/music/Skank"">Read more on Last.fm</a>",
Electric Six,800544,23317417,"There are two artists that have used the name Electric Six
1. An alternative rock band from the United States
2. A musical group from South Africa

1. Electric Six is a six-piece Detroit-based rock band consisting of Dick Valentine (vocals), Tait Nucleus? (synthesizers), Johhny Na$hinal (guitar), Da Ve (guitar), Percussion World (drums), and Smorgasboard (bass) who play a mix of rock, funk and disco.

The band's first notorious formation comprised Valentine <a href=""https://www.last.fm/music/Electric+Six"">Read more on Last.fm</a>",
Los Auténticos Decadentes,246356,4615379,"Los Auténticos Decadentes (Spanish for ""The Authentic Decadents"") is an Argentine band that mixes ska with Latin American rhythms. The band was formed around 1986 by Cucho and Nito, who invited Gastón to join them.

Their first hit was Veni Raquel, which set the tone for their later lyrics' irreverence and ironic humor. Many of their songs are classic anthems of Argentinian nightlife, such as Corazón, Loco (Tu Forma de Ser), Entregá el Marrón, La Guitarra, Los Piratas, and El Murguero. <a href=""https://www.last.fm/music/+noredirect/Los+Aut%C3%A9nticos+Decadentes"">Read more on Last.fm</a>",Argentina
U2,4917766,225731240,"U2 is an Irish rock band formed in Dublin in 1976. The group comprises Bono (lead vocals and rhythm guitar), the Edge (lead guitar, keyboards, and backing vocals), Adam Clayton (bass guitar), and Larry Mullen Jr. (drums and percussion). Initially rooted in post-punk, U2's musical style has evolved throughout their career, yet has maintained an anthemic quality built on Bono's expressive vocals and the Edge's chiming, effects-based guitar sounds. Bono's lyrics <a href=""https://www.last.fm/music/U2"">Read more on Last.fm</a>",Ireland
Bunbury,145100,5172768,biografia no encontrada,
The Hellacopters,347982,11900554,"The Hellacopters is a Swedish garage rock band that was formed in 1994 by Nicke Andersson (vocals and guitar), Andreas Tyrone ""Dregen"" Svensson (guitar), Kenny Håkansson (bass), and Robert Eriksson (drums). Andersson (sometimes known as Nick Royale) had been the drummer for the death metal band Entombed, and Dregen was taking a break from his full-time band Backyard Babies. Dregen and Eriksson had been roadies for Entombed, while Håkansson was a childhood friend of Andersson's. <a href=""https://www.last.fm/music/The+Hellacopters"">Read more on Last.fm</a>",
The Dandy Warhols,1544520,33095769,"The Dandy Warhols is an American alternative rock band formed in Portland, Oregon in 1993. The band was founded by lead singer Courtney Taylor-Taylor, keyboardist Zia McCabe, guitarist Peter Holmström, and drummer Eric Hedford. Hedford left in 1998 to be replaced by Taylor-Taylor's cousin Brent DeBoer. The band's name is a play on the name of American pop artist Andy Warhol.

The Dandy Warhols are strongly influenced by The Brian Jonestown Massacre <a href=""https://www.last.fm/music/The+Dandy+Warhols"">Read more on Last.fm</a>",United States
Blur,4619908,186140427,"Blur is an English rock band formed in London in 1988, consisting of singer Damon Albarn, guitarist Graham Coxon, bassist Alex James, and drummer Dave Rowntree. Their debut album, ""Leisure"" (1991), incorporated elements of Madchester and shoegaze. Following a stylistic change influenced by British guitar pop groups such as the Kinks, the Beatles, and XTC, Blur released ""Modern Life Is Rubbish"" (1993), ""Parklife"" (1994), and ""The Great Escape"" (1995). <a href=""https://www.last.fm/music/Blur"">Read more on Last.fm</a>",United Kingdom
Los Piojos,115940,4339159,"Los Piojos was an argentine rock band born in 1987, originally formed in El Palomar, Buenos Aires. The band was lead by Andrés Ciro Martinez  (principal songwriting, harmonica, and vocalist). The line-up was completed by Gustavo Hernán ""Kupi"" Kupinsky (rhythm/lead guitar, backing vocals), Miguel Ángel ""Micky"" Rodríguez  (bass guitar, backing vocals) Daniel ""Piti"" Fernández (rhythm/lead guitar, backing vocals) and Daniel Buira (drums) [later, he was replaced by Sebastián ""Roger"" Cardero (drums)]. <a href=""https://www.last.fm/music/Los+Piojos"">Read more on Last.fm</a>",
Charly García,314851,18733823,"One of the most important rock and pop musicians in Latin America, Carlos Alberto García Moreno, better known as Charly García is a keyboardist, guitarist and singer-songwriter, born in Buenos Aires, Argentina in 1951. 

A former member of the legendary bands Sui Generis (1972-1975), Porsuigieco (1976), La Máquina de Hacer Pájaros (1977-1978) and Serú Girán (1978-1982), García has behind him a 40-year musical career that includes these bands -and his solo work- that carries on to this day. <a href=""https://www.last.fm/music/+noredirect/Charly+Garc%C3%ADa"">Read more on Last.fm</a>",
Skay Beilinson,24088,508445,"Guitarrista de Patricio Rey y sus Redonditos de Ricota, Skay editó su primer disco solista en el 2002, acompañado por Daniel Colombres en batería y Claudio Cuartero en bajo, con producción de la Negra Poly. ""A través del Mar de los Sargazos"" está conformado por canciones que fueron quedando afuera de los discos de los Redondos. «Son ideas muy ricas que, cuando las escuché, me seguían estimulando».

Con Colombres, Cuartero, Oscar Reyna (guitarra) y Javier Lecumberry (teclados) avanzó sobre ""Talismán"" (2004) <a href=""https://www.last.fm/music/Skay+Beilinson"">Read more on Last.fm</a>",
Molotov,456946,12676889,"Molotov is a Mexican rock and hip hop band formed on September 23, 1995 in Mexico City. Their lyrics feature a mixture of Spanish and English, rapped and sung by all members of the group. Musically, Molotov blends heavy basslines, flamenco guitar riffs and turntable scratches. Molotov is often regarded the Latin response to Rage Against The Machine. Many songs, such as ""Gimme Tha Power"" and ""Frijolero"", are politically inspired. Addressing issues such as disenfranchisement within Mexico and immigration in the United States. <a href=""https://www.last.fm/music/Molotov"">Read more on Last.fm</a>",Mexico
Rata Blanca,185115,3579136,"Rata Blanca was founded in 1985 by Walter Giardino after he left V8. Rata Blanca played together for about two years before their debut on August 15, 1987 in the theater ""Luz y Fuerza"" in Buenos Aires, Argentina. They later took part in the ""Halley en Obras"", along with other bands: Alakrán (""Skorpion""), JAF and Kamikaze, in 1988. That year they made their debut album with two hits: ""Chico Callejero"" (""Street Boy"") and ""El Sueño de la Gitana"" (""Gypsy Woman's Dream""). <a href=""https://www.last.fm/music/Rata+Blanca"">Read more on Last.fm</a>",
Nek,255906,4368359,"1. Filippo Neviani (born 6 January 1972), known by his stage name Nek, is an Italian singer-songwriter and musician. Nek is popular in Italy and throughout the Spanish-speaking world, and has performed and released most of his albums in both Italian and Spanish.

Nek first gained international success in 1997, when he took part in the Sanremo Music Festival in the Big Artists section, and although he didn't win, the song ""Laura non c'è"" (in Spanish: <a href=""https://www.last.fm/music/Nek"">Read more on Last.fm</a>",Italy
