artista,oyentes,reproducciones,bio_resumen,pais
Ai-Ai Delas Alas,2001,9842,"Ai-Ai delas Alas is one of the Philippines' top stars, a comedienne and a recording artist. <a href=""https://www.last.fm/music/Ai-Ai+Delas+Alas"">Read more on Last.fm</a>",
Casino Versus Japan,387004,6984719,"Casino Versus Japan is the recording name for Erik Kowalski (born May 5, 1973), a United States-based electronic musician from Lexington, Kentucky by way of Milwaukee, Wisconsin, who produces intelligent dance music (IDM for short) with baroque melodies and distorted trip-hop beats. 

As a young boy in Wisconsin he recorded episodes of television series Miami Vice, sampling Jan Hammer's music, later collecting them, and playing them over the backdrop of other musical genres. <a href=""https://www.last.fm/music/Casino+Versus+Japan"">Read more on Last.fm</a>",
Gerardo Frisina,59797,455385,"A very keen music fan and record collector, Gerardo Frisina, together with the founders of Ishtar, Luciano Cantone and Davide Rosa, sketched the guidelines of the artistic evolution of this record company. His figure is of fundamental importance for Ishtar’s history and is a point of reference that the entire Italian jazz scene cannot disregard. His first contributions to Ishtar saw Gerardo in the role of producer. His very first project was “Neos” <a href=""https://www.last.fm/music/Gerardo+Frisina"">Read more on Last.fm</a>",Italy
Paul Oakenfold,923833,12105886,"Paul Oakenfold (born August 30, 1963 in Greenhithe, Kent, England) is a world famous DJ and producer, whose works have helped define the mainstream of trance.

Not only does Paul Oakenfold produce records, but he also mixes them. In 1987 he spent several months in Ibiza with a few friends and fell in love with dance club music. Oakenfold produced ""Happy Mondays' Pills 'n' Thrills and Bellyaches"" before producing for U2, Massive Attack, Simply Red and New Order (to name a few). <a href=""https://www.last.fm/music/Paul+Oakenfold"">Read more on Last.fm</a>",
Amp Fiddler,157795,1214102,"Joseph ""Amp"" Fiddler, originally a keyboardist from Detroit, is a funk and soul musician who has worked with Enchantment, the Dramatics, George Clinton, Moodyman, Jamiroquai, The Brand New Heavies, Fishbone and Maxwell.

Along with his brother, Budz, he realsed the album Mr Fiddler in 1990 on Elektra. His debut solo album Waltz of a Ghetto Fly was released in 2004.

The new album'Afro Strut' is the follow up to that record and a sign that his assured and open-minded approach to his own sound has engendered a stylistic leap forward <a href=""https://www.last.fm/music/Amp+Fiddler"">Read more on Last.fm</a>",
The Dining Rooms,300377,4887387,"The Dining Rooms is a band based in Milan, Italy which combines ambient, electronic music.

In autumn 2008 ""Other Ink"" is released - this is the remix version of ""Ink"" and remixers involved are The Cinematic Orchestra, Populous, Christian Prommer and Skwerl, among others. The remixes are coupled by a new version of Ink, recorded live at Teatro I during Promise (musical esistenzialista), and by ""Exit a New York"", featuring CharlElie Couture and originally released only for the French market. <a href=""https://www.last.fm/music/The+Dining+Rooms"">Read more on Last.fm</a>",France
Blue Foundation,1036820,16139169,"Blue Foundation is a Danish band founded in 2000 by producer and singer Tobias Wilner. The band is based in Prospect Heights, Brooklyn. Since 2008, their line-up has consisted of Tobias Wilner (producer, multi-instrumentalist and vocalist) and Bo Rande (multi-instrumentalist). Best known for their songs ""Eyes on Fire"" from the Twilight Saga and ""Sweep"" from Michael Mann's Miami Vice. The music can be described as a mix of dream pop, electronica, shoegaze, and hip-hop.  <a href=""https://www.last.fm/music/Blue+Foundation"">Read more on Last.fm</a>",
DJ Sammy,594221,4804494,"There are more artists called DJ Sammy.

1.
He’s one of Spain’s most popular DJ/Producer, and he goes by the name of DJ Sammy, a veteran of electronic dance, with a degree in music technology and 20 years of hard work to prove it.

Sammy has spent years fine-tuning his music winning formula in the only way he knows how, by jet-setting around the globe and feeling the vibe at some of the most prestigious venues in the world dispensing musical epiphanies wherever he plays. <a href=""https://www.last.fm/music/DJ+Sammy"">Read more on Last.fm</a>",
Praise Cats,75940,310452,"Shined On Me is a 2002 House song performed by Praise Cats featuring Andrea Love for the vocals. Behind the band is Eric Miller, also known as E-Smoove, who composed and produced the track. <a href=""https://www.last.fm/music/Praise+Cats"">Read more on Last.fm</a>",
ATB,1342087,34993891,"André Tanneberger aka ATB (born February 26, 1973 in Freiberg, Saxony, Germany) is a DJ, musician, and producer of trance, ambient and progressive house music.

Among his most famous songs is “9pm (Till I Come)”, which topped the charts in the United Kingdom in 1998 and is widely regarded as the UK’s first Trance number one. The track features a guitar riff which became hugely popular. This guitar sound, which he accidentally found while experimenting with a new producing deck, became the trademark of his early hits. <a href=""https://www.last.fm/music/ATB"">Read more on Last.fm</a>",
Georg Levin,47078,262910,"Berlin-based songwriter/producer/singer Georg Levin has set his own mark within the international electronic music scene right from his very first release ""When I'm With You"" in 2001.

Georg has been writing songs since his childhood, playing in various bands as a keyboarder and saxophone player as well as experimenting with primitive recording equipment. He studied Communications in the UK, had a few jobs in the TV and film business in London and <a href=""https://www.last.fm/music/Georg+Levin"">Read more on Last.fm</a>",
Vengaboys,1054796,10001885,"Vengaboys are a eurodance band that came to prominence in 1997. They were formed by Dutch DJ's Danski (Dennis van den Driesschen) and Delmundo (Wessel van Diepen), who toured Spanish beach parties in a bus. They formed in 1992 and gained four dancers during 1995-96. Some of their most successful singles include ""Uncle John from Jamaica"", ""We're Going to Ibiza"", ""Boom Boom Boom Boom"" and ""We Like to Party"". Like in Spanish, the V is pronounced with a soft B sound, as such- ""Bengaboys"", which could be translated as ""The 'Come on' Boys"". <a href=""https://www.last.fm/music/Vengaboys"">Read more on Last.fm</a>",Netherlands
Eiffel 65,1177045,10223493,"Eiffel 65 is an Italian eurodance group, formed by producers/composers Jeffrey Jey (also vocals), Maurizio Lobina and Gabry Ponte. All three members are from the city of Turin (Italy). The name of the group came from a random word generator that produced the word ""Eiffel"". The ""65"" was added as a mistake: part of a phone number scribbled on a demo by accident.

Their greatest worldwide success came with their first single ""Blue (Da Ba Dee)"" from their 1999 album Europop. <a href=""https://www.last.fm/music/Eiffel+65"">Read more on Last.fm</a>",Italy
Plaid,553995,13333180,"Plaid sit right at the very heart of global electronica. In fact there's a very real sense in which Ed Handley and Andy Turner are the perfect encapsulation of what the electronic music of their generation was all about. As Plaid and as two-thirds of The Black Dog, they were central to the Artificial Intelligence movement of the early-mid 1990s: alongside their WARP stablemates Autechre, The Aphex Twin, B12 and allies like Richie Hawtin, Speedy J <a href=""https://www.last.fm/music/Plaid"">Read more on Last.fm</a>",
Peaches,1006754,17543960,"Several artists/groups:

1) Merrill Nisker (born 1966 in Toronto), better known as Peaches, is an electroclash artist whose songs are mainly focused on sexuality

2) A swedish kids band formed by Tåve and Isabelle in 2000. Their music is sing-a-long disco/pop tunes. The band is now on hiatus.

3) An all-female group from New Zealand, active in the late 1990s, containing several members from the group When The Cat's Been Spayed.

4) Peaches Lavon known from Peaches & Bobo <a href=""https://www.last.fm/music/Peaches"">Read more on Last.fm</a>",
Schmoov!,18790,121918,"A group of Nottingham residents who met back in 1997 whilst playing in a funk band and decided that they wanted to combine the live performance aspect of a band with the sounds that house music incorporated. Their debut album 'While You Wait' was released in October 2001, around the time that they were supporting on Groove Armada's UK tour. They are probably best known for their single ""Destination"" on DiY Diversions and their remix of A Million Sons' ""Misty Blu"". <a href=""https://www.last.fm/music/Schmoov%21"">Read more on Last.fm</a>",
Andrew E.,30250,227263,"Andrew Espiritu (born July 30, 1967), better known as Andrew E., is a popular Filipino Rap Artist,[1] Record Producer, Dongalo Wreckords CEO, Fedex WSC Director, Dongalo Clothing President, and Movie actor. He is best known throughout the Philippines for 1990 debut hit single Humanap Ka Ng Panget. Won at the 2010 PMPC Star Awards for Music, the ""Rap Album Of The Year Award"" for his latest album ""CLUBZILLA"".Andrew E. also known as the KING OF PINOY RAP in the Philippines. <a href=""https://www.last.fm/music/Andrew+E."">Read more on Last.fm</a>",
Opto,16508,111540,"Opto are Carsten Nicolai (a.k.a Alva Noto) & Thomas Knak (a.k.a Opiate).

    Between Jan-April 2003 Carsten Nicolai (Alva Noto) and Thomas Knak ( Opiate) produced their 2nd Opto collaboration. The work was commisioned from Japan, and the music was to collide with a clothing line based on an ”in the woods” theme. As a direct request, the music had to work with a more organic, light and melodic feeling, compared to their first opto release (Opto files, Raster Noton, in 2001). <a href=""https://www.last.fm/music/Opto"">Read more on Last.fm</a>",
Wagon Christ,325671,3860957,"Wagon Christ is Luke Francis Vibert. Also known as Plug, Butler Kiev, Ace of Clubs, Amen Andrews, Kerrier District. He is from Cornwall, UK.

After spending years working in the Our Price record store in Falmouth, his first release was in 1994 as Wagon Christ, he contributed the track 'gas fish' to the 'Volume 9' compilation.
 
Luke has put records out on Warp, Rephlex, Ninja Tune, Virgin/Astralwerks, Law & Auder, Rising High, Blue Planet/Blue Angel <a href=""https://www.last.fm/music/Wagon+Christ"">Read more on Last.fm</a>",
Pet Shop Boys,2232092,66290710,"Pet Shop Boys is a British synthpop/dance music duo, consisting of Neil Tennant and Chris Lowe and were formed in London, UK in 1981.

Post-modern ironists cloaked behind a veil of buoyantly melodic and lushly romantic synth pop confections, Pet Shop Boys offer wry yet strangely affecting cultural commentary communicated by the Morse code of synth washes and drum machine rhythms. After first emerging in the mid-'80s with ""West End Girls"" and ""Opportunities (Let's Make Lots of Money) <a href=""https://www.last.fm/music/Pet+Shop+Boys"">Read more on Last.fm</a>",United Kingdom
O-Zone,801790,6496280,"O-Zone was a pop group made up of Dan Bălan, Radu Sârbu (aka RadU), and Arsenie Toderaş (aka Arsenium). Originally from Moldova, the band launched in Romania. 

O-Zone first formed in 1998 by Bălan and Petru Jelihovschi, however Jelihovschi had not intended to make music his career and left after their first album, 1999's Dar, Unde Eşti ....

O-Zone is famous for the single Dragostea Din Tei, a notable summer hit which reached #1 in the singles charts of many countries during 2003 and 2004, and Number 3 in the United Kingdom. <a href=""https://www.last.fm/music/O-Zone"">Read more on Last.fm</a>",
Doctor Rockit,141109,915055,"Matthew Herbert is an electronic music producer known for breaking the boundaries and conventions of the genre. Since 1996 he has released music on a variety of record labels under many aliases including Doctor Rockit, Wishmountain, Radio Boy, Mr. Vertigo, Transformer, under his own name and with his Big Band. He has played at the Montreux and North Sea Jazz Festivals, Paris' Pompidou Centre, Tokyo's Blue Note, Sonar and Glastonbury, and supported Bjork at the Hollywood Bowl. <a href=""https://www.last.fm/music/Doctor+Rockit"">Read more on Last.fm</a>",
In-Grid,197985,1795461,"In-Grid is a name of at least two:

1) A pseudonym of Ingrid Alberini (b. 11 Sep 1973, Guastalla, RE, Italy), who is best known for her 2003 international club smash ""You Promised Me (Tu Es Foutu)"". The song was a big hit in Europe, Australia and in the United States, where it reached #1 on the Billboard Dance Top 40 chart in 2004 and was featured in the TV series ""Queer Eye For The Straight Guy"".

2) A Washington, D.C / Philadelphia punk duo (aka Ingrid) <a href=""https://www.last.fm/music/In-Grid"">Read more on Last.fm</a>",
Alcazar,304858,3080409,"Alcazar is a Eurodance / Pop group from Sweden consisting of Andreas Lundstedt, Therese Merkel (""Tess"") and Lina Hedlund. Former members Annika Kjærgaard and Magnus Carlsson left in 2005.

Alcazar have become one of Sweden's most popular and successful groups since their début single was released back in 1999. They have scored 13 top 40 hits in Sweden including 2 number ones and 8 top 10 hits.

Alcazar are also well known for their participation <a href=""https://www.last.fm/music/Alcazar"">Read more on Last.fm</a>",
De-Phazz,646436,12381796,"De Phazz is a downtempo jazz ensemble integrating modern turntablism and elements of soul, Latin, trip hop and drum and bass into a lounge music sound. De Phazz is led by Pit Baumgartner, a German producer who changes his crew for every new album. Some of the more permanent members are Karl Frierson and Pat Appleton. Since the release of Detunized Gravity and Godsdog, De Phazz have appeared on the radar of listeners of equally innovative and sample-driven jazz by the likes of Amon Tobin and The Cinematic Orchestra. <a href=""https://www.last.fm/music/De-Phazz"">Read more on Last.fm</a>",Germany
Aim,474202,6274269,"Aim (real name Andy Turner) is a British musician, DJ and producer, who was born in Barrow-in-Furness, Cumbria. His father was a jazz drummer and instrument shop owner, and Turner followed in his fathers footsteps, also owning a music shop. It was here that he began to hone his skills on the decks, helping him to embark upon his musical career. Aim's sound is a blend of funky electronic music and hip hop beats, a sound which typified the Grand Central Records label. <a href=""https://www.last.fm/music/Aim"">Read more on Last.fm</a>",United Kingdom
Da Hool,226403,1232170,"Frank Tomiczek (born 30 December 1968), known professionally as Da Hool, is a German DJ and music producer. He began his career as a DJ in Bottrop, Germany, and by 1990 had established a reputation as a performer in the German electronic music scene.

His early productions include tracks such as ""B.O.T.T.R.O.P."", ""It's a Dream Song"", and ""Rave Nation"". In 1996, he released the track ""Meet Her at the Love Parade"", which was re-released in 1997 by the German label Kosmo Records. <a href=""https://www.last.fm/music/Da+Hool"">Read more on Last.fm</a>",Germany
Yonderboi,482175,7121020,"Laszlo Fogarasi Jr. (born September 14, 1980) known by his stage name Yonderboi, is a Hungarian composer, music producer and visual artist. He released three studio albums so far, which he considers to be a trilogy: Shallow and Profound, Splendid Isolation and Passive Control. Yonderboi’s music is difficult to pigeonhole because it is quite conceptual and combines a wide range of sources, plays around with various musical styles. Despite of these <a href=""https://www.last.fm/music/Yonderboi"">Read more on Last.fm</a>",
[re:jazz],71991,629861,"[re:jazz] is acoustic jazz with a special twist: the originals are electronic. That opens your ears, changes your listening habits and produces a certain déja vu. 
Since their debut album for INFRACom!'s 10th anniversary they achieved an excellent reputation being one of the internationally most successful German jazz acts with more than 60.000 copies sold worldwide so far. Their second album Point of View was highly acclaimed by the press and followed by a successful clubtour and invitations to internationally renowned jazz festival. <a href=""https://www.last.fm/music/%5Bre:jazz%5D"">Read more on Last.fm</a>",Germany
Llorca,214928,1379720,"Ludovic Llorca est un compositeur de musique électronique français, né dans le nord de la France en 1974.
Ludovic Llorca est le fils d'une mère férue de musique, en particulier de musique noir-américaine comme le funk, la disco ou la soul et d'un père analyste-programmeur (métier peu répandu à cette époque). Ainsi, il est très tôt plongé dans l'univers de la musique, et il commence à appréhender la création musicale sur ordinateur (Commodore 64 et Amiga) <a href=""https://www.last.fm/music/Llorca"">Read more on Last.fm</a>",
Nina Simone,2882508,71824953,"Eunice Kathleen Waymon (21 February 1933 – 21 April 2003), better known by her stage name Nina Simone, was an American singer, pianist, arranger, and civil rights activist widely associated with jazz music. Simone aspired to become a classical pianist while working in a broad range of styles including classical, jazz, blues, soul, folk, rhythm and blues, gospel, and pop.

Simone was born Eunice Kathleen Waymon on 21st February 1933 in Tryon, North Carolina, USA, one of eight children. <a href=""https://www.last.fm/music/Nina+Simone"">Read more on Last.fm</a>",United States
Dizzee Rascal,1284387,25234995,"Dylan Mills, known professionally as Dizzee Rascal (born September 18th, 1984), is a grime solo artist, formerly a Roll Deep crew member, who emerged from the UK Garage music scene. His music was a blend of garage MCing, conventional rap, grime and ragga, with some more eclectic samples.

Dizzee began MCing on pirate radio and at raves at fifteen, but since his mainstream success he has distanced himself from the fledgling scene. Rascal grew up in the East End of London in south Bow in a council estate <a href=""https://www.last.fm/music/Dizzee+Rascal"">Read more on Last.fm</a>",
Scatman John,626202,4907903,"John Paul Larkin (born March 13, 1942 in El Monte, California; died December 3, 1999 in Los Angeles), known as Scatman John, was a famous stutterer who invented a unique fusion of scat singing and disco. As he liked to say, this was a process of ""turning my biggest problem into my biggest asset.""

Scatman John has received 14 golds and 18 platinums for his albums and singles. He was also the recipient of the Annie Glenn Award for his outstanding service to the stuttering community <a href=""https://www.last.fm/music/Scatman+John"">Read more on Last.fm</a>",
Telefon Tel Aviv,419935,10490499,"Telefon Tel Aviv is a Los Angeles-based group formed in 1999 by Josh Eustis and the late Charlie Cooper, originally based in New Orleans, and then Chicago before Cooper's death.  The two met in high school, but did not begin working on music together until after university studies. Since 1999, Josh and Charlie had been working to cultivate their sound, based largely in electronic music, but that also showed flourishes of classical, vintage soul, ambient drone, and noise, among other things. <a href=""https://www.last.fm/music/Telefon+Tel+Aviv"">Read more on Last.fm</a>",
Paul van Dyk,892714,14252965,"Matthias Paul (born 16 December 1971 in Eisenhüttenstadt, Bezirk Frankfurt, East Germany known professionally as Paul van Dyk is a German DJ, record producer and musician.  His fifth original album In Between was released August 2007 and features collaborations with David Byrne and Jessica Sutta.

PvD is renowned as one of the hardest working artists, with sold-out tours that cross each continent, headline spots at every major festival, and a hugely successful recording career. <a href=""https://www.last.fm/music/Paul+van+Dyk"">Read more on Last.fm</a>",Germany
Marilyn Manson,3108306,192782063,"Marilyn Manson is an American rock band formed in Fort Lauderdale, Florida, in 1989 by vocalist Marilyn Manson and guitarist Daisy Berkowitz. Initially performing under the name Marilyn Manson & the Spooky Kids, the group gained a local following in South Florida during the early 1990s through their theatrical and provocative live performances. In 1993, they became the first act signed to Trent Reznor’s Nothing Records label. Until 1996, each band <a href=""https://www.last.fm/music/Marilyn+Manson"">Read more on Last.fm</a>",United States
