artista,oyentes,reproducciones,bio_resumen,pais
Jamie Cullum,1320953,27807178,"Jamie Cullum (born 20 August 1979) is an English jazz singer-songwriter, and multi-instrumentalist. Though he is a primarily a vocalist, he also accompanies himself on instruments including piano, guitar and drums.

Cullum was born in Romford, East London. He was brought up in Hullavington, Wiltshire, and educated at the independent fee-paying Grittleton House School and the sixth form at Sheldon School. He then went on to study English Literature, and minored in Film Studies, at Reading University where he graduated with First Class Honours. <a href=""https://www.last.fm/music/Jamie+Cullum"">Read more on Last.fm</a>",Unknown
Art Blakey & The Jazz Messengers,535925,5347104,"Art Blakey and Horace Silver formed the Jazz Messengers in 1955 and co-led it. When Silver dropped out in the group's first year the group name was changed to Art Blakey & The Jazz Messengers.  Wayne Shorter was a long-standing member of the group, joining after the departure of Benny Golson, while other young musicians like Curtis Fuller, Donald Byrd, James 'Blood' Ulmer,Jymie Merritt, Hank Mobley, Freddie Hubbard, Lee Morgan, Bobby Timmons and Wynton Marsalis would come and go. <a href=""https://www.last.fm/music/Art+Blakey+&+The+Jazz+Messengers"">Read more on Last.fm</a>",Unknown
Ivory Joe Hunter,36508,139871,"Ivory Joe Hunter (10 October 1914 – 8 November 1974) was an African American R&B singer, songwriter and pianist, best known for his hit recording, ""Since I Met You, Baby"" (1956). Billed as The Baron of the Boogie, he was also known as The Happiest Man Alive. He is sometimes confused with Motown producer-songwriter Ivy Joe Hunter.

Born in Kirbyville, Texas, he was christened Ivory Joe as an infant. Developing an early interest in music from his father <a href=""https://www.last.fm/music/Ivory+Joe+Hunter"">Read more on Last.fm</a>",United States
Joe Cocker,1543186,19387181,"John Robert ""Joe"" Cocker (20 May 1944 – 22 December 2014) was an English singer known for his gritty, bluesy voice and dynamic stage performances that featured expressive body movements. Most of his best known singles were recordings of songs written by other song writers, though he composed a number of songs for most of his albums as well, often in conjunction with songwriting partner Chris Stainton.

His first album featured a recording of the Beatles' ""With a Little Help from My Friends"", which brought him to near-instant stardom. <a href=""https://www.last.fm/music/Joe+Cocker"">Read more on Last.fm</a>",Unknown
Monkey Beat,692,2455,biografia no encontrada,Unknown
John Mayall,293503,2889173,"John Mayall (November 29, 1933  – July 22, 2024) was a pioneering English blues singer, songwriter, guitarist, keyboard player and  harmonica player.

John Mayall is often referred to as the ""Father of the British blues."" His well-known band is still called John Mayall & The Bluesbreakers. They started out in the late 1950s in England, using Chicago style blues as a starting basis for their sound, which has evolved from album to album. And while at one point John Mayall was playing a fairly jazzy sound, he has always come back to the blues. <a href=""https://www.last.fm/music/John+Mayall"">Read more on Last.fm</a>",United Kingdom
Tony Bennett,1694386,17487206,"Anthony Dominick Benedetto, known professionally as Tony Bennett, was an American singer of traditional pop standards, big band, show tunes and jazz. He is also a painter, having created works under his birth name that are on permanent public display in several institutions. He is the founder of the Frank Sinatra School of the Arts in Astoria, Queens, New York.

Bennett began singing at an early age. He fought in the final stages of World War II as a U. <a href=""https://www.last.fm/music/Tony+Bennett"">Read more on Last.fm</a>",United States
Jimmie Vaughan,147236,922923,"Jimmie Lawrence Vaughan (born in March 20, 1951 in Dallas, Texas) is an American blues guitarist and singer. He is the older brother of Stevie Ray Vaughan.

Jimmie Vaughan's style was influenced by Freddie King who gave him personal advice. Also two other blues guitarists, Albert King and B. B. King, were important influences. Johnny ""Guitar"" Watson was another important early influence (Jimmie says that he and his younger brother Stevie studied Johnny ""Guitar"" Watson more than any other single guitarist). <a href=""https://www.last.fm/music/Jimmie+Vaughan"">Read more on Last.fm</a>",United States
Mike Sanchez,2395,26805,"Jesus Miguel ""Mike"" Sanchez (born 17 February 1964, Hackney, north London, England) is a rhythm and blues singer, pianist and songwriter of Spanish-English heritage. Sanchez is known for his work with the Big Town Playboys and Bill Wyman's Rhythm Kings, and also for his solo career. He is noted for his authenticity to the work of post-war blues shouters and piano players (Wikipedia)

awesome artist, grew up in bewdley Worcs, started with big town playboys in early 80's and did a set at Thurston pub ( we have gr8 memories )twice a month. <a href=""https://www.last.fm/music/Mike+Sanchez"">Read more on Last.fm</a>",Unknown
ZZ Top,2180527,46148163,"ZZ Top is a hard rock band formed in 1969 in Houston, Texas. For 51 years, it was composed of vocalist-guitarist Billy Gibbons, drummer Frank Beard and bassist-vocalist Dusty Hill, until Hill's death in 2021. ZZ Top had developed a signature sound based on Gibbons' blues guitar playing style and Hill and Beard's rhythm section. They are popular for their live performances, sly and humorous lyrics, and the matching appearances of Gibbons and Hill, who wore sunglasses, hats and long beards. <a href=""https://www.last.fm/music/ZZ+Top"">Read more on Last.fm</a>",Unknown
Sonny Boy Williamson I,16683,72244,"John Lee Curtis ""Sonny Boy"" Williamson (March 30, 1914 – June 1, 1948) was an American blues harmonica player and singer, and the first to use the name Sonny Boy Williamson.

Biography and career

Williamson was born near Jackson, Tennessee in 1914. His original recordings were considered to be in the country blues style, but he soon demonstrated skill at making harmonica a lead instrument for the blues, and popularized it for the first time in a more urban blues setting. <a href=""https://www.last.fm/music/Sonny+Boy+Williamson+I"">Read more on Last.fm</a>",United States
Uriah Heep,790975,16035085,"Uriah Heep is an English rock band formed in London in 1969. Their current lineup consists of guitarist Mick Box, keyboardist Phil Lanzon, lead vocalist Bernie Shaw, drummer Russell Gilbrook, and bassist Dave Rimmer. They have experienced numerous lineup changes throughout their 53-year career, leaving Box as the only remaining original member. Notable former members of the band are vocalists David Byron, John Lawton, John Sloman and Peter Goalby <a href=""https://www.last.fm/music/Uriah+Heep"">Read more on Last.fm</a>",Unknown
Susan Tedeschi,158923,1625592,"Susan Tedeschi (born 9 November 1970 in Boston, Massachusetts) is an American blues and soul musician who has received multiple Grammy Award nominations. She is known for her singing voice, guitar playing, and stage presence. Married to blues guitarist Derek Trucks, Tedeschi is also known for her current endeavor, Tedeschi Trucks Band (originally know as ""Soul Stew Revival""), a conglomeration of The Derek Trucks Band and assorted other musicians. <a href=""https://www.last.fm/music/Susan+Tedeschi"">Read more on Last.fm</a>",United States
Johnny Winter,466878,4615600,"John Dawson ""Johnny"" Winter III (born February 23, 1944 died July 16, 2014) was an American blues guitarist, singer, and producer. Best known for his late 1960s and 1970s high-energy blues rock albums and live performances, Winter also produced three Grammy Award-winning albums for blues legend Muddy Waters. Since his time with Waters, Johnny Winter has recorded several Grammy-nominated blues albums and continues to tour extensively. In 1988, he was inducted into the Blues Foundation Hall of Fame and in 2003 <a href=""https://www.last.fm/music/Johnny+Winter"">Read more on Last.fm</a>",United States
Juicy Lucy,29222,174417,"1) - Juicy Lucy is a British blues rock band formed in 1969. The band name was inspired by a character in The Virgin Soldiers (1966) by Leslie Thomas. 

Juicy Lucy was formed by steel guitarist Glenn Ross Campbell, and prolific Blackburn saxophonist Chris Mercer, following the demise of The Misunderstood. They subsequently recruited vocalist Ray Owen, guitarist Neil Hubbard, bassist Keith Ellis, and drummer Pete Dobson.

The line-up of the band has changed throughout its existence. <a href=""https://www.last.fm/music/Juicy+Lucy"">Read more on Last.fm</a>",United Kingdom
Brad Paisley,1101840,18982459,"Brad Douglas Paisley (born October 28th 1972 in Glen Dale, WV) is a country music singer and songwriter. Starting with his 1999 debut album Who Needs Pictures, he has released 11 studio albums and a Christmas compilation on the Arista Nashville label, with all of his albums certified Gold or higher by the RIAA. He has scored 32 Top 10 singles on the US Billboard Country Airplay chart, 19 of which have reached #1. He set a new record in 2009 for the most consecutive singles (10) reaching the top spot on that chart. <a href=""https://www.last.fm/music/Brad+Paisley"">Read more on Last.fm</a>",Unknown
Jeffrey Foucault,59826,725983,"Jeffrey Foucault (born January 1976 in Janesville, Wisconsin) is an American singer-songwriter grown out of the americana/folk troubadour tradition. Foucault's musical career was seeded at seventeen, when he began playing John Prine tunes on his father's beat up mail-order guitar, and spent long evenings in his bedroom, spinning piles of old records on a hand-me-down turntable. When he was 18 he stole a copy of Townes Van Zandt: Live and Obscure from a friend <a href=""https://www.last.fm/music/Jeffrey+Foucault"">Read more on Last.fm</a>",United States
Lonnie Brooks,62658,312109,"Lonnie Brooks (Lee Baker Jr., December 18, 1933 - April 1, 2017) was an American blues singer and guitarist.

The musicologist Robert Palmer, writing in Rolling Stone, stated, ""His music is witty, soulful and ferociously energetic, brimming with novel harmonic turnarounds, committed vocals and simply astonishing guitar work."" Jon Pareles, a music critic for the New York Times, wrote, ""He sings in a rowdy baritone, sliding and rasping in songs that celebrate lust <a href=""https://www.last.fm/music/Lonnie+Brooks"">Read more on Last.fm</a>",United States
Allman Brothers Band,517184,7317055,"The Allman Brothers Band, formed in 1969 in Macon, Georgia blended strains of Southern Rock music - Blues, R&B, Country, Jazz, and Gospel - into a flexible, jam-oriented style of Rock and Roll that reflected the emergence of the “New South” and set the style for Lynyrd Skynyrd, the Marshall Tucker Band, and countless other Southern rockers. Oddly - or eerily, some would say - the band’s unusual string of untimely deaths has been repeated in other Southern-rock bands. <a href=""https://www.last.fm/music/+noredirect/Allman+Brothers+Band"">Read more on Last.fm</a>",Unknown
J. B. Hutto,4781,23018,biografia no encontrada,Unknown
Etta James,2184835,30703861,"Etta James (1938-2012) was a U.S.  blues, soul, R&B, rock & roll, and jazz singer and songwriter. She is the winner of four Grammies, seventeen Blues Music Awards, and was inducted into the Rock & Roll Hall of Fame (in 1993), the Blues Hall of Fame (in 2001), and the Grammy Hall of Fame (in both 1999 and 2008).

James was born Jamesetta Hawkins in Los Angeles, California, on 25th January 1938, to an unmarried fourteen-year-old mother, Dorothy Hawkins. <a href=""https://www.last.fm/music/Etta+James"">Read more on Last.fm</a>",Unknown
Dr. Feelgood,158303,2111133,"Dr. Feelgood is a British pub rock band, formed in 1971. The classic line-up included Lee Brilleaux (b. 1953, d. 7 April 1994; vocals/harmonica), Wilko Johnson (b. John Wilkinson, 1947, d. 21 November 2022; guitar), John B. Sparks (b. 1953; bass) and John 'The Big Figure' Martin (drums). 

Initially based in Canvey Island, Essex, on the Thames estuary, Dr. Feelgood broke into the London circuit in 1974. Brilleaux's menacing personality complemented Johnson's propulsive <a href=""https://www.last.fm/music/Dr.+Feelgood"">Read more on Last.fm</a>",United Kingdom
Murali Coryell,6068,25436,"Acclaimed by Billboard, CNN, Rolling Stone, & The New York Times, singer/guitarist/songwriter Murali Coryell is a rising force in contemporary American music. As the son of jazz guitar legend Larry Coryell and author/actress Julie Coryell and grandson of TV, film and stage actress Carol Bruce, Murali was born into an entertainment family. Murali is blessed with a voice that has been called soothing and soulful. With a guitar style to match he has <a href=""https://www.last.fm/music/Murali+Coryell"">Read more on Last.fm</a>",United States
Sammy Price,11269,50345,"Sammy Price (October 6, 1908 – April 14, 1992) was an American jazz, boogie-woogie and jump blues pianist and bandleader. 

He was born Samuel Blythe Price, in Honey Grove, Texas, United States. Price was most noteworthy for his work on Decca Records with his own band, known as the Texas Bluesicians, that included fellow musicians Don Stovall and Emmett Berry. The artist was equally notable for his decade-long partnership with Henry ""Red"" Allen. <a href=""https://www.last.fm/music/Sammy+Price"">Read more on Last.fm</a>",United States
Twelve Bar Blues Band,7030,33378,"The Twelve Bar Blues Band

From the moment the band started in 2005 the Twelve Bar Blues Band, also known as 12BBB, was considered as THE surprise of the Dutch blues scene. As the band demonstrated their musical qualities already many times at national and international stages  journalists and organizers made clear this band is not a surprise anymore . Everybody who saw and heard the band play consider 12BBB  as the top in the Netherlands and beyond for sure.  <a href=""https://www.last.fm/music/Twelve+Bar+Blues+Band"">Read more on Last.fm</a>",Netherlands
Barbra Streisand,938118,14871043,"Barbra Streisand (born Barbara Joan Streisand; April 24, 1942  Brooklyn, New York),  is an Academy Award-winning American singer, theater and film actress, composer, film producer, and director. She has won Oscars for Best Actress and Best Original Song as well as multiple Emmy Awards, Grammy Awards, Golden Globe Awards and an honorary Tony Award. She received the prestigious Kennedy Center Honor on December 7, 2008. She is the most successful female recording artist according to the Recording Industry Assoc. of America (RIAA). <a href=""https://www.last.fm/music/Barbra+Streisand"">Read more on Last.fm</a>",United States
Popa Chubby,116144,1230903,"Popa Chubby (Theodore Joseph Horowitz, born 31. March 1960 in New York) is a New York blues singer and guitar player. His angry and aggressive style of blues is influenced heavily by Willie Dixon. Like Jerry Lewis, he is more popular in France than the U.S.

Popa Chubby is a true native son of the Big Apple. He was born in the Bronx and grew up in a neighborhood made famous by Robert De Niro in the movie A Bronx Tale. His parents owned a candy store on the corner of 181st Street and Arthur Avenue. <a href=""https://www.last.fm/music/Popa+Chubby"">Read more on Last.fm</a>",Unknown
Carl Weathersby,4334,19992,"Carlton Weathersby (born in Jackson, Mississippi, on 24 February 1953; died 9 August 2024) was an American electric blues vocalist, guitarist, and songwriter remembered for his work with Albert King and Billy Branch, among others, and his career as a solo artist. He was nominated for the W. C. Handy Award for Best New Blues Artist in 1997. 

Weathersby moved to east Chicago, Indiana, with his family when he was eight. When he started playing guitar as a teen he said his father always had musician friends stopping by the house. <a href=""https://www.last.fm/music/Carl+Weathersby"">Read more on Last.fm</a>",United States
Sister Rosetta Tharpe,160395,1169758,"""Sister"" Rosetta Tharpe (1915–1973) was a pioneering U.S. Gospel singer and songwriter who attained great popularity in the 1930s and 1940s with a unique mixture of spiritual lyrics and early rock accompaniment. She became the first great recording star of Gospel music, first surfacing on the pop charts in 1939 with ""This Train"", her version of the traditional gospel standard.

Born Rosetta Nubin on the 20th March 1915 in Cotton Plant, Arkansas <a href=""https://www.last.fm/music/Sister+Rosetta+Tharpe"">Read more on Last.fm</a>",Unknown
Koko Taylor,232811,1446048,"Koko Taylor (September 28, 1928 - June 3, 2009) was an American blues musician, popularly known as the ""Queen of the Blues."" She was known primarily for her rough and powerful vocals and traditional blues stylings.

Taylor was born as Cora Walton on a farm just outside Memphis, Tennessee. In 1954, Taylor left Memphis for Chicago with her husband, truck driver Robert ""Pops"" Taylor. In the late 1950s she began singing in Chicago blues clubs and was spotted by Willie Dixon in 1962, leading to wider performances and her first recording contract. <a href=""https://www.last.fm/music/Koko+Taylor"">Read more on Last.fm</a>",United States
George Thorogood & The Destroyers,515929,4533557,"George Thorogood & The Destroyers is an American blues-rock band led by George Thorogood (born 	February 24, 1950), a blues-rock and rock guitarist and singer from Wilmington, Delaware. To date the band has released sixteen studio albums, including two that were certified Platinum, six that have been certified Gold, and have sold fifteen million albums worldwide.

While a first album (entitled Better Than the Rest) was recorded in 1974, the major recording debut came  with the release of the eponymous album 'George Thorogood & The Destroyers' <a href=""https://www.last.fm/music/George+Thorogood+&+The+Destroyers"">Read more on Last.fm</a>",United States
Alvin Lee,74392,824190,"Alvin Lee (19 December 1944 - 6 March 2013) was famous as the guitarist in the seminal seventies rock band Ten Years After.

Born Graham Barnes in Nottingham England, Alvin Lee took up guitar at the age of thirteen. By the age of fifteen he had formed the group Jaybirds. Following in the footsteps of earlier beat groups such as the Beatles, the Jaybirds played the clubs in Hamburg, Germany to great local acclaim. On returning to London in 1966, the group changed its name to Ten Years After. <a href=""https://www.last.fm/music/Alvin+Lee"">Read more on Last.fm</a>",Unknown
Nappy Brown,25765,114744,"Nappy Brown is the stage name of Napoleon Brown Culp (born October 12, 1929, died September 20, 2008). Nappy Brown's earliest musical influences were blues and gospel. As a youngster he performed in several gospel groups, including the Heavenly Lights. Nappy's singing eventually brought him in touch with Herman Lubinsky's Newark, NJ Savoy label, which signed him in the early 1950s to compete with shouters like Roy Brown, Wynonie Harris and Big Joe Turner. <a href=""https://www.last.fm/music/Nappy+Brown"">Read more on Last.fm</a>",Unknown
Magic Slim,55880,331449,"Magic Slim (born Morris Holt in Torrence, Mississippi, in 1937; died February 21, 2013) was a well-known American blues singer and guitarist who led one of the major Chicago blues bands, Magic Slim and The Teardrops, for about 30 years. He first came to the city in 1955 with friend and mentor Magic Sam. The elder Magic (Sam) let the younger magic (Slim) play bass with his band and even gave him his nick-name (the later-imposing Magic Slim was apparently a bit leaner back in the fifties). <a href=""https://www.last.fm/music/Magic+Slim"">Read more on Last.fm</a>",United States
Son Seals,75210,383074,"Frank ""Son"" Seals (August 13, 1942-December 20, 2004) was an American blues guitarist and singer.

He was born in 1942 in Osceola, Arkansas where his father, Jim ""Son"" Seals, owned a small club. He began performing professionally by the age of 13, first as a drummer and later as a guitarist. In 1959, he formed his own band which performed locally and he also toured with Albert King.[1]

In 1971, he moved to Chicago. His career took off after he was discovered by Bruce Iglauer of Alligator Records at the Flamingo Club in Chicago's South Side. <a href=""https://www.last.fm/music/Son+Seals"">Read more on Last.fm</a>",United States
Doyle Bramhall II,27818,271137,"Doyle Bramhall II (born 24 December 1968) is a guitarist and vocalist in his band Smokestack  and was also the second guitarist in Eric Clapton's band from 2004 to 2009. He is the son of singer, songwriter and drummer Doyle Bramhall, who was raised with Stevie Ray Vaughan and Jimmie Vaughan.

At age 16, Doyle Bramhall II toured with Jimmie Vaughan's band, The Fabulous Thunderbirds, as second guitarist. In 1992 Doyle formed Arc Angels with Charlie <a href=""https://www.last.fm/music/Doyle+Bramhall+II"">Read more on Last.fm</a>",Unknown
Ray Bonneville,21580,196784,"Ray Bonneville (Born Raymond J. Bonneville on 11 October 1948) is a French Canadian American musician, singer and songwriter. Born in Canada, and raised in the United States, Bonneville is a folk and blues-influenced musician strongly influenced by the music of New Orleans, Louisiana.

Bonneville calls himself a North American. Born in Canada, he moved to the Boston area in his early teens where he started playing guitar and harmonica. His career have seen him playing music throughout the world. <a href=""https://www.last.fm/music/Ray+Bonneville"">Read more on Last.fm</a>",Canada
Red Stick Ramblers,5220,55694,"The music of Louisiana has a lot in common with the cuisine. An initial blast of heat usually commands attention right off the bat, but then -- slowly, but surely -- all sorts of subtler notes start to creep in, making for an irresistibly captivating experience. That’s the vibe that emanates from The Red Stick Ramblers, an appropriately-named aggregation that builds stylistic bridges spanning the decades -- not to mention connecting styles as diverse as traditional Cajun, western swing, blues and old-school jazz. <a href=""https://www.last.fm/music/Red+Stick+Ramblers"">Read more on Last.fm</a>",Unknown
Robben Ford,141279,1536732,"Robben Ford (born December 16, 1951) is a blues, jazz and rock guitarist with a diverse career. 

He was born in Woodlake, California and raised in Ukiah. He taught himself guitar when he was 13 and considered his first influence to be Mike Bloomfield. At 18 he moved to San Francisco to form the Charles Ford Blues Band (named after his father, who was also a guitarist) featuring his brothers Mark (mouth harp) and Patrick (drums). 

Robben was soon hired to play with Charles Musselwhite for nine months. <a href=""https://www.last.fm/music/Robben+Ford"">Read more on Last.fm</a>",Unknown
The Refreshments,104208,1170221,"There are three artists with this name:
1. An alternative rock band from the United States
2. A rock band from Sweden
3. A power pop band from Finland

1. The Refreshments were a rock band from Arizona formed in 1992. They wrote and performed the title theme of King of the Hill, an animated series. The band split up in 1997, after releasing the album The Bottle and Fresh Horses and breaking from Mercury Records, their record label. Lead singer Roger Clyne and P.H. Naffah regrouped to form Roger Clyne & the Peacemakers. <a href=""https://www.last.fm/music/The+Refreshments"">Read more on Last.fm</a>",Unknown
Zucchero,373658,5446934,"Zucchero (Italian for ""sugar"") is an Italian rock singer. He was born Adelmo Fornaciari on September 25, 1955 in the Italian province Reggio Emilia, Italy and has since become one of the most famous Italian singers.

He is probably best known internationally for the song Senza Una Donna, which is a duet with Paul Young and hit number 4 in the latter's native United Kingdom, where Zucchero has generally made little commercial impact, in 1991. He commenced his musical career in 1970 with his first single in 1976, and his first album in 1983. <a href=""https://www.last.fm/music/Zucchero"">Read more on Last.fm</a>",Italy
Gomez,630900,11854928,"Gomez is a five-piece British act consisting of Ben Ottewell (vocals, guitar), Tom Gray (vocals, guitar, keyboards), Paul Blackburn (bass, guitar), Olly Peacock (drums), and Ian Ball (vocals, guitar, harmonica). Emerging during a time in which the majority of up-and-coming British bands were either retro-pop (à la Oasis), trip-hop (Portishead), or space rock (the Verve, Radiohead), Gomez were one of the few to feature bluesy influences. The Southport boys' debut for Virgin Records <a href=""https://www.last.fm/music/Gomez"">Read more on Last.fm</a>",United Kingdom
Muddy Waters Blues Band,2442,17262,biografia no encontrada,Unknown
Aerosmith,4588950,127189422,"Aerosmith is an American rock band formed in Boston, Massachusetts, in 1970. The group consists of lead vocalist Steven Tyler, bassist Tom Hamilton, drummer Joey Kramer, and guitarists Joe Perry and Brad Whitford. Their musical style is primarily rooted in blues-based hard rock and also incorporates elements of pop rock, heavy metal, glam metal, and rhythm and blues. The band’s primary songwriting partnership between Tyler and Perry is often referred to as the Toxic Twins. <a href=""https://www.last.fm/music/Aerosmith"">Read more on Last.fm</a>",United States
Big Bill Broonzy,190733,1480177,"Big Bill Broonzy (June 26, 1893 – August 15, 1958) was a prolific American blues singer, songwriter and guitarist. His career began in the 1920s when he played country blues to mostly African-American audiences. Through the 1930s and 1940s he successfully navigated a transition in style to a more urban blues sound popular with working class African-American audiences. In the 1950s a return to his traditional folk-blues roots made him one of the leading figures of the emerging American folk music revival and an international star. <a href=""https://www.last.fm/music/Big+Bill+Broonzy"">Read more on Last.fm</a>",United States
Santana,2752151,50687515,"Santana is a Latin music and rock band formed in San Francisco, California in 1966 by Mexican-American guitarist Carlos Santana. The band came to public attention with their performance of ""Soul Sacrifice"" at Woodstock in 1969. This exposure helped propel their first album, also named Santana, into a hit, followed in the next two years by Abraxas and Santana III. Lineup changes were common. Carlos Santana's increasing involvement with guru Sri Chinmoy took the band into more esoteric music, though it never lost its Latin influence. <a href=""https://www.last.fm/music/Santana"">Read more on Last.fm</a>",Unknown
Earl King,40948,193079,"Earl King (Earl Silas Johnson IV, New Orleans, Louisiana, February 7, 1934 – April 17, 2003)  (not to be confused with Earl Connelly King (born Earl B. Connelly, Jr. in Philadelphia)) was an American Rhythm & Blues singer, guitarist, and songwriter.

A composer of well known standards such as ""Come On"" (covered by Jimi Hendrix) and Professor Longhair's ""Big Chief"", he is an important figure in New Orleans R&B music.

His father, a local piano player, died when King was still a baby, and he was brought up by his mother. <a href=""https://www.last.fm/music/Earl+King"">Read more on Last.fm</a>",United States
Buddaheads,8496,80752,"Buddaheads (also known as  The Buddaheads, Buddah Heads, B.B. & The Screaming Buddah Heads and  BB Chung King & The Buddaheads). BAND MEMBERS:Alan Mirikitani, guitar and lead vocals, Boyd Lefan, bass,Joe ""The Bricklayer"" Pafumi, drums.

Guitarist/Singer Alan Mirikitani realized that he wanted to pursue a career in music after playing an eighth-grade dance with his first band while in junior high school in his hometown of Downey.

""After we got done, some girls came and sat in our laps,"" he said. <a href=""https://www.last.fm/music/Buddaheads"">Read more on Last.fm</a>",Unknown
Charlie Parker,934452,15021377,"Charles Christopher ""Bird"" Parker, Jr (29th August 1920 – 12th March 1955) was a U.S. bebop saxophonist and composer. Early in his career Parker was dubbed Yardbird; this was later shortened to ""Bird"" (or sometimes ""Yard"") and remained Parker's nickname for the rest of his life, and inspiration for the titles of his works such as ""Ornithology and Yardbird suite"".

Parker is commonly considered the greatest bebop jazz musician. In terms of influence and impact <a href=""https://www.last.fm/music/Charlie+Parker"">Read more on Last.fm</a>",Unknown
Esther Phillips,249613,1457443,"Esther Phillips (December 23, 1935 – August 7, 1984) was an American singer. Phillips was known for her R&B vocals, but she was a versatile singer, also performing pop, country, jazz, blues and soul music.

Born Esther Mae Jones in Galveston, Texas, when she was an adolescent, her parents divorced, and she was forced to divide her time between her father in Houston and her mother in the Watts area of Los Angeles. Because she was brought up singing in church <a href=""https://www.last.fm/music/Esther+Phillips"">Read more on Last.fm</a>",United States
Alabama 3,317161,4540869,"Alabama 3 are a band originating from Brixton, England, their music incorporates elements of country, acid house,  blues and gospel. 

Named for the Alabama 2, a legal case in the American deep South during the 1930s, in which two black men were hanged for allegedly raping a white woman. The name is also a nod to other victims of injustice like the Birmingham 6 and Guildford 4. In the United States, they are known as A3, after they were sued by the legendary country outfit Alabama. <a href=""https://www.last.fm/music/Alabama+3"">Read more on Last.fm</a>",United States
Saffire-The Uppity Blues Women,4603,23110,"It's not often that dreams come true. In the case of the acoustic blues trio, Saffire--The Uppity Blues Women, that's just what happened. Over the course of nine recordings and thousands of gigs, the group has gone from virtual obscurity to one of the most popular, witty, and just plain satisfying acoustic blues groups on the scene today. These women tear into their material with passion, dedication, and originality. Every song they cover becomes theirs, and their originals blend seamlessly with their interpretations. <a href=""https://www.last.fm/music/+noredirect/Saffire-The+Uppity+Blues+Women"">Read more on Last.fm</a>",Unknown
David Gogo,9942,85180,"Born in Nanaimo, British Columbia, David received a ukulele at age 4 and his first guitar at age 5. Encouraged by his parents throughout his childhood, the guitar began to captivate him. By the age of 16 Gogo was working steadily as a professional musician. His interest in the blues could be considered unusual for a teenager in the early 1980's. Nonetheless, David was drawn to the emotional power and raw depth of such performers as Howling Wolf and Son House. <a href=""https://www.last.fm/music/David+Gogo"">Read more on Last.fm</a>",United Kingdom
Ray Collins' Hot Club,12345,107171,biografia no encontrada,Unknown
John Hammond,93004,587213,"There are more than 2 artists that go by the name of John Hammond, two are mentioned below:

1. John Paul Hammond (born 13th November 1942), also known as ""John Hammond Jr"", is a blues singer and guitarist. He usually plays acoustic guitars and dobros and sings in a barrelhouse style. Since 1962, when he made his debut on Vanguard Records, Hammond has made 29 albums. In the 1990s he recorded for the Pointblank label. Hammond has earned one Grammy Award and been nominated for four others. <a href=""https://www.last.fm/music/John+Hammond"">Read more on Last.fm</a>",Unknown
Lucky Peterson,51688,427053,"Lucky Peterson (born Judge Kenneth Peterson in Buffalo, NY, on 13 December 1964; died 17 May 2020) was an American musician who played contemporary blues, fusing soul, R&B, gospel and rock and roll.

Peterson played his first gig at age three. By the time he was five, he had already recorded his first single, produced by none other than the legendary Willie Dixon. Before Peterson turned six, his career had been propelled into the national spotlight with television appearances on The Ed Sullivan Show <a href=""https://www.last.fm/music/Lucky+Peterson"">Read more on Last.fm</a>",United States
Howlin' Wolf,829551,11095454,"Chester Arthur Burnett  (June 10, 1910 in White Station, Mississippi, United States – January 10, 1976 in Hines, Illinois, United States), known as Howlin' Wolf, was an influential American blues singer, guitarist and harmonica player.

With a booming voice and looming physical presence, Burnett is commonly ranked among the leading performers in electric blues; musician and critic Cub Koda declared, ""no one could match Howlin' Wolf for the singular <a href=""https://www.last.fm/music/Howlin%27+Wolf"">Read more on Last.fm</a>",United States
Amy Winehouse,4464029,195177465,"Amy Jade Winehouse was an English singer and songwriter. She was known for her deep, expressive contralto vocals and her eclectic mix of musical genres, including soul, rhythm and blues, reggae and jazz.

A member of the National Youth Jazz Orchestra during her youth, Winehouse signed to Simon Fuller's 19 Management in 2002 and soon recorded a number of songs before signing a publishing deal with EMI. She also formed a working relationship with producer Salaam Remi through these record publishers. <a href=""https://www.last.fm/music/Amy+Winehouse"">Read more on Last.fm</a>",Unknown
Mojo Blues Band,7016,89086,"The founders of the band played before 1977 in clubs of Vienna. In 1977 Palden won a boogie woogie contest. The first prize was a record contract. They decided to form a band, which they named ""Mojo Blues Band"". 

The line up was:
guitar, vocals Erik Trauner
piano Joachim Palden
bass Matthias Mitsch
drums Bobby Sperling

Being the only blues band in Vienna they were often booked as backing band for blues artists who were touring in Austria. They played for example with Johnny Shines, J. <a href=""https://www.last.fm/music/Mojo+Blues+Band"">Read more on Last.fm</a>",Unknown
Big Mama Thornton,250820,1505916,"Big Mama Thornton (Willie Mae Thornton, December 11, 1926, Ariton, AL - July 25, 1984, Los Angeles, CA) was an American blues musician. 

Her introduction to music, as with most fellow blues legends, started in the Baptist church. The daughter of a minister, she and her six siblings began to sing at a very early age. While still a child, Willie Mae taught herself to play the drums and harmonica, and by the age of 14, she had run away from home to make her career in secular music. <a href=""https://www.last.fm/music/Big+Mama+Thornton"">Read more on Last.fm</a>",United States
